offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,No,1046.0,1907.0,1068.0,992.0,217.0
No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,6,Yes,1223.75,1794.0,1446.0,1310.0,345.0
No,Points,Letter,High,1,No,Low,3,1,5,No,723.25,653.0,904.0,763.0,573.0
No,Points,Letter,Low,2,No,Low,3,1,3,No,947.75,267.0,1010.0,1312.0,1202.0
No,Air Miles,Letter,Medium,1,No,High,3,1,2,Yes,159.25,123.0,273.0,191.0,50.0
Yes,Points,Postcard,Medium,2,No,Low,1,1,6,Yes,267.25,206.0,392.0,357.0,114.0
No,Air Miles,Letter,High,1,No,Low,3,1,3,Yes,1041.0,100.0,514.0,1798.0,1752.0
No,Points,Letter,Low,1,No,Medium,1,1,4,No,1311.5,1376.0,1172.0,1982.0,716.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,5,No,1155.75,447.0,581.0,1519.0,2076.0
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1272.0,1673.0,1707.0,1329.0,379.0
No,Points,Letter,Medium,2,No,Medium,1,1,2,Yes,924.75,396.0,898.0,1925.0,480.0
No,Points,Postcard,Medium,1,No,High,2,1,4,No,1249.0,1117.0,1293.0,961.0,1625.0
No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,318.0,230.0,307.0,407.0,328.0
No,Cash Back,Postcard,Medium,2,No,Low,1,1,3,Yes,1713.25,1932.0,1728.0,1558.0,1635.0
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,917.5,1907.0,1159.0,575.0,29.0
No,Points,Postcard,Low,2,No,Low,1,1,4,Yes,1142.75,61.0,931.0,1642.0,1937.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,1,2,Yes,815.75,891.0,945.0,620.0,807.0
No,Points,Letter,Medium,1,Yes,Low,2,1,4,No,195.5,265.0,234.0,280.0,3.0
No,Points,Letter,High,2,No,Medium,2,1,5,No,757.0,652.0,708.0,824.0,844.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,1769.25,1651.0,1871.0,1603.0,1952.0
No,Air Miles,Letter,Medium,1,No,Medium,3,2,2,No,742.25,586.0,706.0,801.0,876.0
No,Points,Postcard,High,1,No,Medium,1,1,2,Yes,1284.0,781.0,1067.0,1945.0,1343.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,1074.25,1696.0,1447.0,997.0,157.0
No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,1060.25,253.0,1151.0,1595.0,1242.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,2,No,1193.25,2156.0,1046.0,697.0,874.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,1284.25,688.0,1671.0,2160.0,618.0
No,Cash Back,Postcard,Low,1,No,High,2,1,5,Yes,1221.75,974.0,629.0,1245.0,2039.0
No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,1095.75,2.0,1571.0,1433.0,1377.0
Yes,Points,Letter,Low,1,No,Medium,2,1,5,No,1116.75,150.0,1241.0,1735.0,1341.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,4,No,1144.5,665.0,1466.0,1595.0,852.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,817.0,520.0,927.0,950.0,871.0
No,Points,Postcard,Low,1,No,High,3,1,3,Yes,1096.25,955.0,1466.0,998.0,966.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,909.5,229.0,769.0,843.0,1797.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1386.25,902.0,1651.0,1854.0,1138.0
No,Cash Back,Postcard,Medium,2,No,Low,2,2,3,Yes,1314.0,1039.0,1053.0,1105.0,2059.0
No,Cash Back,Letter,Medium,2,No,High,1,1,3,No,1128.0,1061.0,1387.0,1646.0,418.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,700.25,702.0,706.0,756.0,637.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,No,751.5,851.0,790.0,536.0,829.0
No,Cash Back,Postcard,Low,1,No,Medium,1,2,6,Yes,1206.25,291.0,1759.0,1702.0,1073.0
No,Points,Postcard,Medium,1,Yes,Medium,3,1,6,Yes,832.0,1505.0,1051.0,711.0,61.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,927.75,20.0,936.0,969.0,1786.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,1,3,Yes,408.25,489.0,303.0,468.0,373.0
No,Points,Postcard,Low,1,No,Low,3,1,3,Yes,1331.25,797.0,1680.0,1881.0,967.0
No,Cash Back,Postcard,Medium,1,No,High,3,2,3,Yes,785.25,1315.0,958.0,546.0,322.0
No,Points,Postcard,Medium,1,No,Low,2,3,3,Yes,228.5,78.0,85.0,478.0,273.0
No,Air Miles,Letter,Medium,2,No,Medium,3,1,4,Yes,937.0,1940.0,1115.0,661.0,32.0
No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,1298.25,999.0,1889.0,1069.0,1236.0
No,Air Miles,Postcard,Medium,1,Yes,Low,3,2,5,Yes,272.75,333.0,219.0,130.0,409.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,5,Yes,1109.5,195.0,1054.0,1199.0,1990.0
No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1087.0,175.0,1138.0,878.0,2157.0
No,Points,Postcard,Medium,1,No,High,3,1,3,No,582.5,579.0,557.0,641.0,553.0
No,Points,Postcard,Medium,2,No,Medium,3,1,3,No,1467.0,2124.0,1664.0,1033.0,1047.0
No,Cash Back,Postcard,Low,3,No,Low,1,1,5,Yes,1047.5,976.0,593.0,942.0,1679.0
No,Points,Letter,Low,2,No,High,4,1,3,Yes,738.25,605.0,826.0,665.0,857.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,142.5,27.0,313.0,73.0,157.0
No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,1053.75,474.0,1442.0,1219.0,1080.0
No,Cash Back,Letter,Medium,1,Yes,High,2,3,2,Yes,1043.25,1672.0,1309.0,786.0,406.0
No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,No,222.0,121.0,356.0,208.0,203.0
No,Cash Back,Postcard,High,2,No,Low,4,1,6,No,1105.25,604.0,498.0,1720.0,1599.0
No,Cash Back,Postcard,Medium,1,No,High,1,2,3,Yes,1156.5,1599.0,1522.0,1353.0,152.0
No,Points,Postcard,Low,1,No,Low,2,1,3,No,999.0,794.0,944.0,1573.0,685.0
No,Points,Letter,High,1,No,High,2,1,5,No,1031.0,1852.0,1204.0,676.0,392.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,991.25,551.0,656.0,1997.0,761.0
No,Points,Letter,Medium,1,Yes,Low,3,1,3,No,290.25,466.0,81.0,139.0,475.0
No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,1297.5,984.0,1302.0,1359.0,1545.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1124.0,9.0,1132.0,1771.0,1584.0
Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1285.5,2143.0,1592.0,797.0,610.0
No,Cash Back,Letter,Medium,2,No,High,1,1,3,Yes,998.75,334.0,1244.0,1061.0,1356.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1138.0,270.0,1817.0,1691.0,774.0
No,Air Miles,Letter,Low,2,No,Medium,2,1,4,Yes,1171.75,845.0,1024.0,1026.0,1792.0
No,Air Miles,Postcard,High,2,No,Low,2,1,4,No,826.75,957.0,559.0,842.0,949.0
No,Cash Back,Letter,High,2,No,Medium,1,1,3,Yes,1270.0,1966.0,1368.0,982.0,764.0
No,Air Miles,Letter,High,1,No,Low,2,1,5,No,148.75,63.0,124.0,252.0,156.0
No,Points,Postcard,Low,1,No,Low,2,1,2,Yes,935.0,1249.0,1442.0,988.0,61.0
No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,280.0,474.0,311.0,54.0,281.0
No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,961.25,1662.0,1430.0,533.0,220.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,1,No,1128.75,1672.0,1412.0,866.0,565.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,Yes,1115.25,1798.0,1423.0,848.0,392.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,759.75,939.0,541.0,747.0,812.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1027.0,1628.0,984.0,1322.0,174.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1090.5,631.0,801.0,2145.0,785.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1469.5,1004.0,1228.0,1991.0,1655.0
No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,3,No,1248.5,848.0,897.0,1519.0,1730.0
No,Cash Back,Postcard,High,2,No,Medium,2,1,4,Yes,664.25,695.0,534.0,735.0,693.0
No,Air Miles,Postcard,High,2,No,Low,2,1,5,No,146.5,18.0,128.0,14.0,426.0
No,Air Miles,Letter,Low,2,No,Low,2,1,4,Yes,987.0,1728.0,1092.0,842.0,286.0
No,Points,Letter,Low,1,Yes,Low,2,1,5,Yes,1128.5,1881.0,1365.0,822.0,446.0
No,Points,Postcard,Medium,2,Yes,High,2,1,3,No,321.5,260.0,494.0,261.0,271.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1074.5,420.0,1215.0,964.0,1699.0
Yes,Air Miles,Postcard,High,1,No,Low,4,2,4,No,1056.75,1611.0,1439.0,805.0,372.0
No,Points,Letter,Low,1,No,High,1,2,3,Yes,1097.25,440.0,1132.0,1533.0,1284.0
No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1227.75,1205.0,764.0,2216.0,726.0
No,Air Miles,Postcard,High,1,No,High,3,1,5,No,1610.75,1408.0,1228.0,2109.0,1698.0
No,Points,Postcard,High,1,No,Medium,2,2,5,No,1151.25,1524.0,1361.0,749.0,971.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1023.0,98.0,1268.0,1278.0,1448.0
No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,692.0,601.0,689.0,522.0,956.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,309.25,302.0,427.0,162.0,346.0
No,Cash Back,Postcard,High,1,Yes,Medium,1,1,3,Yes,800.75,865.0,770.0,906.0,662.0
No,Air Miles,Letter,Medium,3,No,Medium,3,2,3,Yes,1217.0,332.0,1223.0,1691.0,1622.0
No,Cash Back,Postcard,Low,1,Yes,High,2,1,4,No,1271.75,713.0,820.0,1447.0,2107.0
No,Points,Letter,Low,1,No,High,1,1,3,Yes,1193.5,1046.0,953.0,1384.0,1391.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1256.5,1149.0,1569.0,895.0,1413.0
No,Cash Back,Postcard,Low,1,Yes,High,4,1,3,No,425.5,464.0,473.0,302.0,463.0
No,Air Miles,Postcard,Low,1,No,Medium,3,2,4,Yes,837.25,1534.0,1084.0,510.0,221.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1049.5,1.0,727.0,1653.0,1817.0
No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,1083.25,1920.0,1161.0,942.0,310.0
No,Points,Postcard,Medium,2,No,High,2,1,5,Yes,1261.5,1426.0,1126.0,1055.0,1439.0
No,Air Miles,Letter,Medium,1,Yes,Medium,3,2,5,No,224.25,423.0,272.0,127.0,75.0
No,Air Miles,Letter,Medium,2,No,High,3,1,4,Yes,1166.0,1863.0,1291.0,1117.0,393.0
No,Points,Letter,Medium,1,No,High,3,1,3,Yes,1349.5,557.0,1775.0,1715.0,1351.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,2,No,1218.25,919.0,878.0,1738.0,1338.0
No,Air Miles,Postcard,Medium,2,No,Medium,3,1,5,No,370.25,346.0,255.0,422.0,458.0
No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,327.5,154.0,421.0,276.0,459.0
No,Points,Letter,Low,2,No,Medium,3,1,3,No,744.25,759.0,982.0,592.0,644.0
No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,956.75,1509.0,1498.0,747.0,73.0
No,Points,Letter,Low,1,Yes,Medium,2,2,3,Yes,1156.75,179.0,1005.0,1386.0,2057.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,1293.0,1738.0,1621.0,1013.0,800.0
No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,1238.75,850.0,1255.0,1605.0,1245.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,3,Yes,771.75,820.0,837.0,913.0,517.0
No,Points,Postcard,Low,2,No,Low,2,1,2,Yes,742.25,7.0,998.0,1091.0,873.0
No,Points,Postcard,Low,2,No,Medium,2,2,2,No,284.0,455.0,261.0,278.0,142.0
No,Points,Letter,Medium,1,Yes,High,1,2,5,Yes,254.5,335.0,97.0,90.0,496.0
No,Air Miles,Postcard,High,1,No,Low,3,1,3,Yes,1309.25,603.0,1011.0,1539.0,2084.0
No,Air Miles,Postcard,High,1,No,Low,3,1,5,Yes,326.0,436.0,240.0,325.0,303.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,6,Yes,1559.5,1418.0,1675.0,1586.0,1559.0
No,Air Miles,Letter,Low,1,No,High,3,1,3,Yes,1229.25,997.0,945.0,1387.0,1588.0
No,Cash Back,Letter,Medium,2,No,Low,1,1,3,No,647.25,504.0,656.0,715.0,714.0
No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,973.0,81.0,860.0,1146.0,1805.0
No,Cash Back,Postcard,High,1,Yes,High,2,2,2,No,996.25,795.0,557.0,1901.0,732.0
No,Points,Postcard,Medium,2,No,High,2,1,3,Yes,722.0,584.0,617.0,983.0,704.0
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,998.75,563.0,628.0,1442.0,1362.0
No,Cash Back,Letter,Low,1,Yes,Medium,2,2,2,Yes,327.5,450.0,393.0,406.0,61.0
No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,344.75,478.0,405.0,78.0,418.0
No,Air Miles,Letter,Medium,3,Yes,Medium,1,2,4,No,1100.75,617.0,1492.0,1260.0,1034.0
No,Points,Postcard,Medium,1,No,Medium,2,2,4,Yes,650.0,507.0,788.0,777.0,528.0
No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,1308.5,928.0,1629.0,1507.0,1170.0
No,Points,Letter,High,1,No,Medium,3,1,4,Yes,994.5,1251.0,897.0,999.0,831.0
No,Cash Back,Postcard,High,2,Yes,Low,2,3,2,Yes,1159.25,1487.0,1438.0,1362.0,350.0
No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,903.75,1632.0,1140.0,786.0,57.0
No,Air Miles,Letter,High,2,No,Medium,1,1,3,Yes,283.25,239.0,371.0,184.0,339.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,Yes,1398.0,988.0,1610.0,1827.0,1167.0
No,Air Miles,Postcard,Medium,1,Yes,High,1,1,6,No,823.75,790.0,887.0,761.0,857.0
No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,1091.0,455.0,827.0,1729.0,1353.0
No,Points,Letter,High,2,No,Medium,2,1,5,Yes,1047.0,110.0,1655.0,1960.0,463.0
No,Cash Back,Postcard,High,2,No,Medium,2,1,2,Yes,1104.75,1998.0,1412.0,739.0,270.0
No,Air Miles,Postcard,Medium,2,No,Medium,4,1,3,Yes,1401.0,1146.0,1737.0,2160.0,561.0
Yes,Points,Postcard,Medium,1,No,High,2,1,3,Yes,334.0,449.0,374.0,280.0,233.0
No,Points,Letter,Medium,2,Yes,Low,3,1,4,Yes,1387.0,825.0,1334.0,1604.0,1785.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1440.25,1234.0,401.0,2258.0,1868.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,1054.75,1447.0,1322.0,1174.0,276.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,985.0,944.0,1470.0,1079.0,447.0
No,Points,Postcard,Medium,2,No,Low,1,1,6,No,1278.25,1415.0,1430.0,1315.0,953.0
No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1044.25,1925.0,1304.0,796.0,152.0
No,Cash Back,Postcard,High,2,No,Medium,1,1,4,Yes,1133.25,2084.0,1595.0,551.0,303.0
No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,668.75,520.0,582.0,894.0,679.0
No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,255.0,435.0,139.0,193.0,253.0
No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,2,Yes,1166.5,754.0,1218.0,1673.0,1021.0
No,Points,Letter,Medium,2,No,Medium,1,1,3,Yes,1113.0,1705.0,885.0,1229.0,633.0
No,Points,Postcard,Medium,2,No,Medium,1,1,4,Yes,989.5,1865.0,1101.0,677.0,315.0
No,Points,Letter,Medium,1,No,Medium,1,1,3,No,788.75,508.0,810.0,881.0,956.0
No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,Yes,1051.25,1069.0,1017.0,1176.0,943.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,1,No,620.75,573.0,553.0,840.0,517.0
No,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,1293.0,940.0,894.0,1207.0,2131.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,3,Yes,821.75,895.0,940.0,624.0,828.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,814.5,727.0,947.0,960.0,624.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,1159.75,147.0,1781.0,2126.0,585.0
No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,351.0,490.0,450.0,205.0,259.0
No,Points,Letter,Medium,1,No,Low,3,1,1,No,1007.75,1718.0,1435.0,749.0,129.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1209.5,856.0,1236.0,1411.0,1335.0
No,Cash Back,Postcard,High,1,No,Low,3,1,3,No,897.75,1631.0,1004.0,608.0,348.0
No,Air Miles,Letter,Medium,1,No,High,4,2,3,Yes,1110.0,496.0,1244.0,854.0,1846.0
No,Cash Back,Letter,Medium,2,No,High,1,1,4,No,1009.0,1746.0,1352.0,610.0,328.0
No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1090.5,822.0,654.0,1825.0,1061.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,2,Yes,955.25,1701.0,1278.0,589.0,253.0
Yes,Cash Back,Postcard,Low,1,No,Low,2,2,3,Yes,981.75,1550.0,1394.0,627.0,356.0
No,Points,Postcard,Medium,2,Yes,Low,2,2,5,Yes,1034.5,1805.0,843.0,1328.0,162.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,No,139.5,196.0,4.0,152.0,206.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,982.5,1280.0,562.0,1626.0,462.0
No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,178.75,23.0,214.0,325.0,153.0
No,Points,Postcard,Medium,1,Yes,Low,3,1,3,Yes,1003.5,1509.0,1484.0,581.0,440.0
No,Points,Postcard,Medium,1,No,Medium,4,1,3,Yes,892.0,132.0,945.0,1775.0,716.0
No,Cash Back,Letter,Medium,1,Yes,Low,2,2,2,Yes,1144.5,1702.0,1714.0,525.0,637.0
No,Air Miles,Letter,High,1,No,Medium,2,1,5,No,1120.0,268.0,812.0,1742.0,1658.0
Yes,Air Miles,Postcard,Low,1,No,Low,2,1,4,Yes,942.0,1938.0,1076.0,544.0,210.0
No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,848.25,853.0,713.0,857.0,970.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,142.5,2.0,69.0,132.0,367.0
No,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,198.0,34.0,444.0,95.0,219.0
No,Air Miles,Letter,Medium,1,No,Medium,3,2,5,Yes,929.5,1549.0,1454.0,521.0,194.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,1086.25,265.0,930.0,2170.0,980.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,248.25,245.0,376.0,106.0,266.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,2,No,1201.0,797.0,1131.0,822.0,2054.0
No,Points,Letter,Medium,2,No,Medium,1,1,5,No,1000.75,726.0,634.0,936.0,1707.0
No,Points,Letter,Medium,1,No,High,3,1,2,Yes,1203.75,874.0,633.0,1855.0,1453.0
No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,812.25,962.0,547.0,874.0,866.0
No,Points,Postcard,Medium,1,No,High,2,1,5,No,717.25,837.0,723.0,569.0,740.0
No,Air Miles,Letter,High,1,No,Medium,2,2,3,No,1387.75,1496.0,593.0,2121.0,1341.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1488.0,1467.0,1559.0,1464.0,1462.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,Yes,905.25,1547.0,1022.0,757.0,295.0
No,Points,Letter,Medium,1,No,Medium,1,1,6,Yes,1533.75,929.0,1601.0,1927.0,1678.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,812.5,759.0,949.0,791.0,751.0
No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,1156.75,773.0,582.0,1082.0,2190.0
No,Points,Letter,Low,1,No,Medium,2,1,1,No,940.75,1662.0,1221.0,658.0,222.0
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,No,815.5,112.0,881.0,1833.0,436.0
No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1068.5,627.0,1194.0,1092.0,1361.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,1039.25,1614.0,1383.0,985.0,175.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,1035.5,1676.0,1412.0,754.0,300.0
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,940.5155624165554,910.4506564307966,999.3921895861148,1042.0336003560303,810.18580329328
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,855.75,77.0,1190.0,1300.0,856.0
No,Points,Letter,High,1,No,Medium,1,1,5,No,1016.25,1920.0,1263.0,583.0,299.0
No,Cash Back,Postcard,Low,1,Yes,Medium,2,1,4,No,1416.5,512.0,1701.0,1703.0,1750.0
No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,1021.25,398.0,795.0,1423.0,1469.0
No,Air Miles,Postcard,Medium,2,No,Low,2,2,3,No,273.25,332.0,335.0,194.0,232.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,833.25,857.0,885.0,921.0,670.0
No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,816.5,125.0,1787.0,917.0,437.0
No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,270.75,255.0,176.0,459.0,193.0
No,Air Miles,Postcard,Low,1,No,High,2,1,1,Yes,1112.5,1838.0,970.0,769.0,873.0
Yes,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,872.25,662.0,982.0,971.0,874.0
No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1367.25,1413.0,1651.0,1778.0,627.0
No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,1340.75,2017.0,1728.0,859.0,759.0
No,Cash Back,Postcard,High,2,No,Low,1,2,4,Yes,1044.75,1222.0,1291.0,1137.0,529.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,777.75,986.0,582.0,575.0,968.0
No,Air Miles,Letter,High,2,Yes,Low,2,1,3,Yes,911.0,1561.0,1312.0,641.0,130.0
No,Points,Postcard,High,1,No,High,2,2,3,Yes,623.25,702.0,670.0,601.0,520.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,4,1,3,Yes,1213.5,389.0,1375.0,1880.0,1210.0
No,Air Miles,Letter,Low,1,No,High,1,2,4,No,1047.25,1348.0,1709.0,490.0,642.0
No,Points,Postcard,Low,1,No,Medium,2,2,5,No,210.0,109.0,268.0,107.0,356.0
No,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1024.0,708.0,967.0,858.0,1563.0
No,Cash Back,Postcard,High,2,No,High,3,1,5,No,1070.0,1877.0,1199.0,1044.0,160.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,No,767.75,871.0,707.0,610.0,883.0
No,Air Miles,Letter,High,2,No,Low,2,1,4,Yes,969.5,317.0,1300.0,1232.0,1029.0
No,Air Miles,Letter,Low,1,No,Medium,3,1,1,No,938.25,497.0,756.0,1273.0,1227.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,384.0,413.0,345.0,406.0,372.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,902.0,180.0,638.0,1327.0,1463.0
No,Points,Postcard,Medium,1,Yes,High,2,2,4,Yes,778.75,859.0,870.0,613.0,773.0
No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,756.5,833.0,830.0,839.0,524.0
Yes,Air Miles,Postcard,Low,1,No,Low,3,1,4,No,321.5,456.0,153.0,296.0,381.0
No,Points,Letter,Low,1,No,High,2,2,3,Yes,1495.5,1422.0,1177.0,1535.0,1848.0
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,887.75,923.0,960.0,746.0,922.0
No,Air Miles,Letter,Medium,1,No,High,1,1,3,No,963.0,338.0,1026.0,1928.0,560.0
No,Points,Letter,Low,1,Yes,Medium,2,1,3,Yes,1200.5,468.0,1252.0,2153.0,929.0
No,Air Miles,Letter,High,1,Yes,High,2,1,2,Yes,976.0,1388.0,1204.0,1165.0,147.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1040.5,445.0,974.0,1433.0,1310.0
No,Air Miles,Postcard,High,1,Yes,Medium,2,1,4,Yes,1284.5,829.0,1424.0,1266.0,1619.0
Yes,Points,Postcard,Low,2,No,Low,2,1,5,Yes,1238.5,611.0,1641.0,2028.0,674.0
No,Air Miles,Postcard,High,1,No,Medium,3,2,5,Yes,325.5,14.0,441.0,419.0,428.0
No,Cash Back,Postcard,Low,1,No,Low,1,1,3,Yes,1002.0,1678.0,1402.0,672.0,256.0
No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,958.0,909.0,1150.0,1299.0,474.0
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1094.25,583.0,1356.0,1246.0,1192.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,2,5,Yes,1012.5,1856.0,1146.0,859.0,189.0
No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,720.0,752.0,811.0,559.0,758.0
No,Cash Back,Letter,High,1,No,High,1,1,3,No,169.5,93.0,21.0,106.0,458.0
No,Cash Back,Letter,Medium,2,Yes,High,2,1,5,Yes,1355.75,824.0,1330.0,1136.0,2133.0
Yes,Points,Postcard,High,1,No,Medium,2,2,3,Yes,1111.5,961.0,544.0,1366.0,1575.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,732.25,569.0,900.0,919.0,541.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1032.0,1719.0,1022.0,526.0,861.0
No,Cash Back,Letter,Low,1,No,High,3,2,3,Yes,978.25,2058.0,895.0,741.0,219.0
No,Points,Postcard,High,2,No,High,2,1,4,Yes,1114.5,851.0,411.0,1155.0,2041.0
